Date,Open,High,Low,Close,Adj Close,Volume
2020-01-22,137.240005,137.399994,136.380005,136.679993,135.274307,7549100
2020-01-23,135.710007,136.740005,134.720001,136.539993,135.135742,9345700
2020-01-24,136.369995,136.429993,132.320007,133.149994,131.780609,15166400
2020-01-27,130.270004,132.940002,129.710007,132.029999,130.672134,12860500
2020-01-28,132.839996,134.970001,132.479996,134.429993,133.047440,13062800
2020-01-29,134.809998,135.539993,133.690002,134.229996,132.849503,9326000
2020-01-30,132.690002,136.130005,132.690002,135.889999,134.492432,9048900
2020-01-31,134.490005,134.830002,131.470001,132.360001,130.998734,12785200
2020-02-03,132.660004,134.240005,132.660004,133.369995,131.998352,10021100
2020-02-04,135.550003,136.600006,135.080002,135.289993,133.898590,9157100
2020-02-05,136.570007,137.729996,136.009995,137.589996,136.174942,10150700
2020-02-06,138.240005,138.289993,137.110001,137.610001,136.194748,8992300
2020-02-07,136.729996,137.669998,136.300003,137.169998,135.759262,6379800
2020-02-10,136.949997,137.850006,136.750000,137.740005,136.323410,5960700
2020-02-11,138.259995,138.820007,137.779999,138.000000,136.580734,6578600
2020-02-12,138.600006,139.289993,137.800003,138.000000,136.580734,7958000
2020-02-13,137.750000,138.339996,136.399994,137.880005,136.461975,7447500
2020-02-14,137.839996,138.190002,136.940002,137.460007,136.046295,6627600
2020-02-18,137.339996,137.710007,135.050003,135.639999,134.245010,8996400
2020-02-19,136.910004,138.389999,136.339996,137.490005,136.075989,7071200
2020-02-20,137.169998,138.360001,136.529999,137.490005,136.075989,7422800
2020-02-21,136.550003,136.919998,134.919998,135.809998,134.413254,9772800
2020-02-24,131.440002,133.199997,130.800003,132.160004,130.800797,13618400
2020-02-25,131.000000,132.229996,125.589996,126.260002,124.961479,20797200
2020-02-26,126.930000,128.949997,126.339996,126.639999,125.337563,24825600
2020-02-27,122.910004,125.620003,121.300003,121.370003,120.121765,23005500
2020-02-28,117.519997,118.489998,112.660004,116.110001,114.915863,45942600
2020-03-02,116.629997,121.580002,114.459999,121.519997,120.270218,27355400
2020-03-03,120.970001,122.949997,116.239998,116.959999,115.757118,32547700
2020-03-04,118.330002,120.190002,114.699997,119.849998,118.617393,25795900
2020-03-05,115.669998,116.430000,112.580002,113.970001,112.797874,25025600
2020-03-06,106.260002,110.320000,105.019997,108.080002,106.968445,38159400
2020-03-09,96.570000,99.230003,93.000000,93.440002,92.479012,40352000
2020-03-10,99.000000,101.279999,94.580002,100.699997,99.664345,31102700
2020-03-11,97.699997,100.050003,94.550003,95.959999,94.973091,38127000
2020-03-12,89.589996,96.959999,86.320000,88.050003,87.144447,49725200
2020-03-13,95.989998,103.989998,92.000000,103.910004,102.841339,38543300
2020-03-16,85.199997,93.980003,84.550003,88.360001,87.451256,38589700
2020-03-17,90.889999,97.440002,87.500000,93.760002,92.795723,35239800
2020-03-18,87.669998,90.790001,80.360001,83.889999,83.027229,41525600
2020-03-19,81.559998,88.110001,76.910004,85.300003,84.422729,32175100
2020-03-20,86.300003,89.459999,82.480003,83.500000,82.641243,30150800
2020-03-23,82.680000,83.750000,78.089996,79.029999,78.217209,32536600
2020-03-24,84.900002,90.099998,82.900002,88.430000,87.520538,34363200
2020-03-25,89.239998,95.150002,84.540001,91.730003,90.786606,38111700
2020-03-26,94.080002,98.570000,93.540001,98.120003,97.110886,29826300
2020-03-27,93.190002,94.839996,90.550003,91.129997,90.192764,30041500
2020-03-30,90.650002,94.089996,89.300003,93.500000,92.538399,21656900
2020-03-31,92.050003,94.169998,89.339996,90.029999,89.104080,23379300
2020-04-01,85.099998,86.559998,83.250000,84.360001,83.492393,28029600
2020-04-02,83.510002,87.910004,82.959999,87.510002,86.610001,24018000
2020-04-03,86.000000,87.480003,82.769997,84.050003,84.050003,21199400
2020-04-06,88.989998,90.989998,87.699997,89.459999,89.459999,26820800
2020-04-07,94.449997,94.500000,90.379997,90.639999,90.639999,22563800
2020-04-08,92.099998,94.860001,90.550003,94.300003,94.300003,22903300
2020-04-09,96.919998,104.389999,96.889999,102.760002,102.760002,42084700
2020-04-13,103.110001,103.110001,97.300003,98.190002,98.190002,26911900
2020-04-14,101.019997,102.000000,93.639999,95.500000,95.500000,46109400
