Date,Open,High,Low,Close,Adj Close,Volume
2019-11-15,129.229996,129.529999,128.399994,129.529999,127.380074,10163600
2019-11-18,129.559998,130.649994,128.990005,130.619995,128.451996,8749300
2019-11-19,130.990005,131.250000,130.179993,130.580002,128.412643,8824500
2019-11-20,130.300003,130.619995,128.940002,129.630005,127.478432,11782800
2019-11-21,130.000000,130.720001,129.389999,129.929993,127.773438,7705100
2019-11-22,130.149994,131.220001,130.100006,130.789993,128.619171,8167900
2019-11-25,131.250000,132.070007,130.869995,131.490005,129.307556,10068500
2019-11-26,131.820007,131.820007,130.360001,131.669998,129.484558,10490700
2019-11-27,132.289993,132.429993,131.649994,132.059998,129.868088,6607900
2019-11-29,131.869995,132.410004,131.449997,131.759995,129.573059,5712000
2019-12-02,132.309998,132.740005,131.350006,131.470001,129.287872,8615600
2019-12-03,129.770004,129.960007,128.589996,129.779999,127.625931,10361300
2019-12-04,130.380005,132.470001,129.990005,132.339996,130.143448,10318200
2019-12-05,132.679993,133.309998,132.179993,133.059998,130.851501,9587400
2019-12-06,134.690002,135.779999,134.649994,135.039993,132.798630,10170600
2019-12-09,134.630005,135.460007,134.410004,134.410004,132.179077,8498200
2019-12-10,133.250000,134.770004,132.880005,134.500000,132.267593,7532900
2019-12-11,134.289993,135.020004,134.009995,134.179993,131.952896,9011900
2019-12-12,134.490005,138.470001,134.210007,138.020004,135.729172,13717400
2019-12-13,137.949997,138.830002,136.220001,136.809998,134.539246,10592100
2019-12-16,138.380005,138.839996,137.320007,137.339996,135.060440,11372000
2019-12-17,137.729996,138.669998,137.229996,138.179993,135.886505,11546800
2019-12-18,138.149994,139.020004,137.720001,138.039993,135.748825,10381500
2019-12-19,137.759995,138.220001,137.100006,137.350006,135.070297,9350400
2019-12-20,138.020004,138.880005,136.899994,137.240005,134.962112,29992600
2019-12-23,137.600006,137.910004,136.880005,137.199997,134.922775,9738400
2019-12-24,137.330002,137.630005,137.059998,137.580002,135.296478,3324300
2019-12-26,137.889999,139.100006,137.779999,139.039993,136.732239,6770900
2019-12-27,139.300003,139.770004,138.669998,139.139999,136.830582,7868200
2019-12-30,139.899994,140.080002,138.470001,138.630005,136.329041,6963000
2019-12-31,138.509995,139.479996,138.289993,139.399994,137.086258,7201600
2020-01-02,139.789993,141.100006,139.259995,141.089996,138.748215,10803700
2020-01-03,137.500000,139.229996,137.080002,138.339996,136.917236,10386800
2020-01-06,136.559998,138.270004,136.500000,138.229996,136.808365,10259000
2020-01-07,137.279999,137.860001,135.820007,135.880005,134.482544,10531300
2020-01-08,135.699997,137.580002,135.600006,136.940002,135.531631,9695300
2020-01-09,138.050003,138.229996,137.039993,137.440002,136.026489,9469000
2020-01-10,137.210007,137.250000,135.809998,136.070007,134.670593,10190900
2020-01-13,136.190002,137.199997,135.759995,137.199997,135.788956,12355200
2020-01-14,137.940002,140.759995,137.690002,138.800003,137.372513,24906000
2020-01-15,137.850006,138.600006,136.149994,136.720001,135.313904,16293400
2020-01-16,137.449997,137.899994,136.839996,137.250000,135.838440,10783800
2020-01-17,137.539993,138.289993,137.320007,138.199997,136.778671,14697700
2020-01-21,137.190002,138.070007,136.690002,136.839996,135.432663,8474200
